Abricate_accession	Abricate_gene	gene family	product name	class	subclass	refseq protein	refseq nucleotide
A7J11_03116	blaPDC-36	blaPDC	class C beta-lactamase PDC-36	BETA-LACTAM	CEPHALOSPORIN	WP_023100808.1	NG_049908.1
A7J11_03115	blaPDC-37	blaPDC	class C beta-lactamase PDC-37	BETA-LACTAM	CEPHALOSPORIN	WP_023092413.1	NG_049909.1
A7J11_03113	blaPDC-38	blaPDC	class C beta-lactamase PDC-38	BETA-LACTAM	CEPHALOSPORIN	WP_022580963.1	NG_049910.1
A7J11_01038	blaPDC-39	blaPDC	class C beta-lactamase PDC-39	BETA-LACTAM	CEPHALOSPORIN	WP_023091031.1	NG_049911.1
A7J11_02361	blaPDC-4	blaPDC	class C extended-spectrum beta-lactamase PDC-4	BETA-LACTAM	CEPHALOSPORIN	WP_063864580.1	NG_049912.1
A7J11_03282	blaPDC-40	blaPDC	class C beta-lactamase PDC-40	BETA-LACTAM	CEPHALOSPORIN	WP_063864581.1	NG_049913.1
A7J11_03283	blaPDC-41	blaPDC	class C beta-lactamase PDC-41	BETA-LACTAM	CEPHALOSPORIN	WP_034081664.1	NG_049914.1
A7J11_03284	blaPDC-42	blaPDC	class C beta-lactamase PDC-42	BETA-LACTAM	CEPHALOSPORIN	WP_063864582.1	NG_049915.1
A7J11_03285	blaPDC-43	blaPDC	class C beta-lactamase PDC-43	BETA-LACTAM	CEPHALOSPORIN	WP_033998327.1	NG_049916.1
A7J11_03286	blaPDC-44	blaPDC	class C beta-lactamase PDC-44	BETA-LACTAM	CEPHALOSPORIN	WP_034032599.1	NG_049917.1
A7J11_03287	blaPDC-45	blaPDC	class C beta-lactamase PDC-45	BETA-LACTAM	CEPHALOSPORIN	WP_034041053.1	NG_049918.1
A7J11_03288	blaPDC-46	blaPDC	class C beta-lactamase PDC-46	BETA-LACTAM	CEPHALOSPORIN	WP_043083525.1	NG_049919.1
A7J11_03289	blaPDC-47	blaPDC	class C beta-lactamase PDC-47	BETA-LACTAM	CEPHALOSPORIN	WP_033985393.1	NG_049920.1
A7J11_03290	blaPDC-48	blaPDC	class C beta-lactamase PDC-48	BETA-LACTAM	CEPHALOSPORIN	WP_034051361.1	NG_049921.1
A7J11_03291	blaPDC-49	blaPDC	class C beta-lactamase PDC-49	BETA-LACTAM	CEPHALOSPORIN	WP_034043639.1	NG_049922.1
A7J11_00475	blaPDC-5	blaPDC	class C extended-spectrum beta-lactamase PDC-5	BETA-LACTAM	CEPHALOSPORIN	WP_003119095.1	NG_049923.1
A7J11_03292	blaPDC-50	blaPDC	class C beta-lactamase PDC-50	BETA-LACTAM	CEPHALOSPORIN	WP_034048369.1	NG_049924.1
A7J11_03293	blaPDC-51	blaPDC	class C beta-lactamase PDC-51	BETA-LACTAM	CEPHALOSPORIN	WP_033987207.1	NG_049925.1
A7J11_03294	blaPDC-52	blaPDC	class C beta-lactamase PDC-52	BETA-LACTAM	CEPHALOSPORIN	WP_034031407.1	NG_049926.1
A7J11_03295	blaPDC-53	blaPDC	class C beta-lactamase PDC-53	BETA-LACTAM	CEPHALOSPORIN	WP_034054438.1	NG_049927.1
A7J11_03296	blaPDC-54	blaPDC	class C beta-lactamase PDC-54	BETA-LACTAM	CEPHALOSPORIN	WP_034003797.1	NG_049928.1
A7J11_03297	blaPDC-55	blaPDC	class C beta-lactamase PDC-55	BETA-LACTAM	CEPHALOSPORIN	WP_033945151.1	NG_049929.1
A7J11_03298	blaPDC-56	blaPDC	class C beta-lactamase PDC-56	BETA-LACTAM	CEPHALOSPORIN	WP_034028067.1	NG_049930.1
A7J11_03299	blaPDC-57	blaPDC	class C beta-lactamase PDC-57	BETA-LACTAM	CEPHALOSPORIN	WP_033974288.1	NG_049931.1
A7J11_03300	blaPDC-58	blaPDC	class C beta-lactamase PDC-58	BETA-LACTAM	CEPHALOSPORIN	WP_063864583.1	NG_049932.1
A7J11_03301	blaPDC-59	blaPDC	class C beta-lactamase PDC-59	BETA-LACTAM	CEPHALOSPORIN	WP_034005655.1	NG_049933.1
A7J11_02362	blaPDC-6	blaPDC	class C beta-lactamase PDC-6	BETA-LACTAM	CEPHALOSPORIN	WP_023130930.1	NG_049934.1
A7J11_03302	blaPDC-60	blaPDC	class C beta-lactamase PDC-60	BETA-LACTAM	CEPHALOSPORIN	WP_043089496.1	NG_049935.1
A7J11_03303	blaPDC-61	blaPDC	class C beta-lactamase PDC-61	BETA-LACTAM	CEPHALOSPORIN	WP_034039380.1	NG_049936.1
A7J11_03304	blaPDC-62	blaPDC	class C beta-lactamase PDC-62	BETA-LACTAM	CEPHALOSPORIN	WP_033998317.1	NG_049937.1
A7J11_03305	blaPDC-63	blaPDC	class C beta-lactamase PDC-63	BETA-LACTAM	CEPHALOSPORIN	WP_033969586.1	NG_049938.1
A7J11_03306	blaPDC-64	blaPDC	class C beta-lactamase PDC-64	BETA-LACTAM	CEPHALOSPORIN	WP_043104614.1	NG_049939.1
A7J11_03307	blaPDC-65	blaPDC	class C beta-lactamase PDC-65	BETA-LACTAM	CEPHALOSPORIN	WP_033940628.1	NG_049940.1
A7J11_03308	blaPDC-66	blaPDC	class C beta-lactamase PDC-66	BETA-LACTAM	CEPHALOSPORIN	WP_033977759.1	NG_049941.1
A7J11_03309	blaPDC-67	blaPDC	class C beta-lactamase PDC-67	BETA-LACTAM	CEPHALOSPORIN	WP_034020787.1	NG_049942.1
A7J11_03271	blaPDC-68	blaPDC	class C beta-lactamase PDC-68	BETA-LACTAM	CEPHALOSPORIN	WP_033957064.1	NG_049943.1
A7J11_03310	blaPDC-69	blaPDC	class C beta-lactamase PDC-69	BETA-LACTAM	CEPHALOSPORIN	WP_034066397.1	NG_049944.1
A7J11_02363	blaPDC-7	blaPDC	class C beta-lactamase PDC-7	BETA-LACTAM	CEPHALOSPORIN	WP_063864584.1	NG_049945.1
A7J11_03311	blaPDC-70	blaPDC	class C beta-lactamase PDC-70	BETA-LACTAM	CEPHALOSPORIN	WP_033962599.1	NG_049946.1
A7J11_03194	blaPDC-71	blaPDC	class C beta-lactamase PDC-71	BETA-LACTAM	CEPHALOSPORIN	WP_031630420.1	NG_049947.1
A7J11_03312	blaPDC-72	blaPDC	class C beta-lactamase PDC-72	BETA-LACTAM	CEPHALOSPORIN	WP_034056534.1	NG_049948.1
A7J11_04154	blaPDC-74	blaPDC	class C beta-lactamase PDC-74	BETA-LACTAM	CEPHALOSPORIN	WP_040184286.1	NG_051744.1
A7J11_02364	blaPDC-8	blaPDC	class C beta-lactamase PDC-8	BETA-LACTAM	CEPHALOSPORIN	WP_003118203.1	NG_049949.1
A7J11_04983	blaPDC-80	blaPDC	class C beta-lactamase PDC-80	BETA-LACTAM	CEPHALOSPORIN	WP_058169253.1	NG_054667.1
A7J11_03657	blaPDC-86	blaPDC	class C beta-lactamase PDC-86	BETA-LACTAM	CEPHALOSPORIN	WP_058198950.1	NG_050726.1
A7J11_02365	blaPDC-9	blaPDC	class C beta-lactamase PDC-9	BETA-LACTAM	CEPHALOSPORIN	WP_063864585.1	NG_049950.1
A7J11_03620	blaPDC-94	blaPDC	class C beta-lactamase PDC-94	BETA-LACTAM	CEPHALOSPORIN	WP_063864586.1	NG_049951.1
A7J11_03621	blaPDC-95	blaPDC	class C beta-lactamase PDC-95	BETA-LACTAM	CEPHALOSPORIN	WP_063864587.1	NG_049952.1
A7J11_03622	blaPDC-96	blaPDC	class C beta-lactamase PDC-96	BETA-LACTAM	CEPHALOSPORIN	WP_063864588.1	NG_049953.1
A7J11_03604	blaPDC-97	blaPDC	class C beta-lactamase PDC-97	BETA-LACTAM	CEPHALOSPORIN	WP_061196139.1	NG_049954.1
A7J11_03629	blaPDC-98	blaPDC	class C beta-lactamase PDC-98	BETA-LACTAM	CEPHALOSPORIN	WP_023913271.1	NG_049955.1
A7J11_03634	blaPDC-99	blaPDC	class C beta-lactamase PDC-99	BETA-LACTAM	CEPHALOSPORIN	WP_063864589.1	NG_049956.1
A7J11_01047	blaPER-1	blaPER	class A extended-spectrum beta-lactamase PER-1	BETA-LACTAM	CEPHALOSPORIN	WP_001100753.1	NG_049960.1
A7J11_05685	blaPER-10	blaPER	class A extended-spectrum beta-lactamase PER-10	BETA-LACTAM	CEPHALOSPORIN	WP_001100752.1	NG_059319.1
A7J11_05355	blaPER-11	blaPER	class A extended-spectrum beta-lactamase PER-11	BETA-LACTAM	CEPHALOSPORIN	WP_104009831.1	NG_056387.1
A7J11_05730	blaPER-12	blaPER	class A extended-spectrum beta-lactamase PER-12	BETA-LACTAM	CEPHALOSPORIN	WP_096865225.1	NG_059335.1
A7J11_00291	blaPER-2	blaPER	class A extended-spectrum beta-lactamase PER-2	BETA-LACTAM	CEPHALOSPORIN	WP_032491907.1	NG_049961.1
A7J11_01417	blaPER-3	blaPER	class A extended-spectrum beta-lactamase PER-3	BETA-LACTAM	CEPHALOSPORIN	WP_049637349.1	NG_049962.1
A7J11_02177	blaPER-4	blaPER	class A extended-spectrum beta-lactamase PER-4	BETA-LACTAM	CEPHALOSPORIN	WP_063864593.1	NG_049963.1
A7J11_02318	blaPER-5	blaPER	class A extended-spectrum beta-lactamase PER-5	BETA-LACTAM	CEPHALOSPORIN	WP_063864594.1	NG_049964.1
A7J11_02480	blaPER-6	blaPER	class A extended-spectrum beta-lactamase PER-6	BETA-LACTAM	CEPHALOSPORIN	WP_063864595.1	NG_049965.1
A7J11_02666	blaPER-7	blaPER	class A extended-spectrum beta-lactamase PER-7	BETA-LACTAM	CEPHALOSPORIN	WP_032495440.1	NG_049966.1
A7J11_03324	blaPER-8	blaPER	class A extended-spectrum beta-lactamase PER-8	BETA-LACTAM	CEPHALOSPORIN	WP_063864596.1	NG_049967.1
A7J11_03596	blaPER-9	blaPER	class A extended-spectrum beta-lactamase PER-9	BETA-LACTAM	CEPHALOSPORIN	WP_063864597.1	NG_049968.1
A7J11_01159	blaPLA-1	blaPLA	class A broad-spectrum beta-lactamase PLA-1	BETA-LACTAM	BETA-LACTAM	WP_032699754.1	NG_049969.1
A7J11_01158	blaPLA-2a	blaPLA	class A beta-lactamase PLA-2a	BETA-LACTAM	BETA-LACTAM	WP_047664983.1	NG_049970.1
A7J11_01326	blaPLA-3	blaPLA	class A beta-lactamase PLA-3	BETA-LACTAM	BETA-LACTAM	WP_032696109.1	NG_049971.1
A7J11_01672	blaPLA-6	blaPLA	class A beta-lactamase PLA-6	BETA-LACTAM	BETA-LACTAM	WP_063864598.1	NG_049972.1
A7J11_05110	blaPLN-1	blaPLN	subclass B3 metallo-beta-lactamase PLN-1	BETA-LACTAM	CARBAPENEM	WP_041884311.1	NG_055471.1
A7J11_02612	blaPME-1	blaPME	class A extended-spectrum beta-lactamase PME-1	BETA-LACTAM	BETA-LACTAM	WP_063864599.1	NG_049973.1
A7J11_02413	blaPOM-1	blaPOM	subclass B3 metallo-beta-lactamase POM-1	BETA-LACTAM	CARBAPENEM	WP_044403015.1	NG_049974.1
A7J11_04485	blaPSE	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_071846358.1	NG_052478.1
A7J11_01041	blaCARB-1	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-1	BETA-LACTAM	BETA-LACTAM	WP_063857835.1	NG_048713.1
A7J11_00359	blaCARB-11	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-11	BETA-LACTAM	BETA-LACTAM	WP_063857838.1	NG_048715.1
A7J11_05321	blaCARB-12	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-12	BETA-LACTAM	BETA-LACTAM	WP_063857839.1	NG_056111.1
A7J11_00117	blaCARB-2	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-2	BETA-LACTAM	BETA-LACTAM	WP_001931474.1	NG_048722.1
A7J11_03645	blaCARB-3	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-3	BETA-LACTAM	BETA-LACTAM	WP_063859105.1	NG_048733.1
A7J11_00298	blaCARB-4	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4	BETA-LACTAM	BETA-LACTAM	WP_032489168.1	NG_048742.1
A7J11_00834	blaCARB-6	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-6	BETA-LACTAM	BETA-LACTAM	WP_063859348.1	NG_048751.1
A7J11_01013	blaCARB-7	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-7	BETA-LACTAM	BETA-LACTAM	WP_029628776.1	NG_048752.1
A7J11_01240	blaCARB-9	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-9	BETA-LACTAM	BETA-LACTAM	WP_002022164.1	NG_048754.1
A7J11_05440	blaPST-1	blaPST	subclass B1 metallo-beta-lactamase PST-1	BETA-LACTAM	CARBAPENEM	WP_043942497.1	NG_057439.1
A7J11_04826	blaPSV-1	blaPSV	penicillin-hydrolyzing class A beta-lactamase PSV-1	BETA-LACTAM	BETA-LACTAM	WP_075226241.1	NG_052626.1
A7J11_01485	blaR1	blaR1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM	BETA-LACTAM	WP_001096386.1	NG_047537.1
A7J11_01199	blaR1	blaR1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM	BETA-LACTAM	WP_001096376.1	NG_047539.1
A7J11_02346	blaR1	blaR1	BlaR1 family beta-lactam sensor/signal transducer	BETA-LACTAM	BETA-LACTAM	WP_012705551.1	NG_047540.1
A7J11_00042	blaR1	blaR1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM	BETA-LACTAM	WP_063842869.1	NG_047536.1
A7J11_04176	blaR1	blaR1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM	BETA-LACTAM	WP_001096392.1	NG_051774.1
A7J11_01008	blaR39	blaR39	class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_063842896.1	NG_047541.1
A7J11_00407	blaRAHN-1	blaRAHN	class A extended-spectrum beta-lactamase RAHN-1	BETA-LACTAM	CEPHALOSPORIN	WP_063864600.1	NG_049975.1
A7J11_02578	blaRAHN-2	blaRAHN	class A extended-spectrum beta-lactamase RAHN-2	BETA-LACTAM	CEPHALOSPORIN	WP_063864601.1	NG_049976.1
A7J11_05160	blaRCP	blaRCP	RCP family class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_028030786.1	NG_055629.1
A7J11_05407	blaRHO	blaRHO	RHO family class C beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_011339581.1	NG_056490.1
A7J11_00618	blaROB-1	blaROB	cephalosporin-hydrolyzing class A beta-lactamase ROB-1	BETA-LACTAM	CEPHALOSPORIN	WP_005618523.1	NG_049977.1
A7J11_05690	blaROB-2	blaROB	class A beta-lactamase ROB-2	BETA-LACTAM	CEPHALOSPORIN	WP_015431537.1	NG_059321.1
A7J11_05726	blaROB-3	blaROB	class A beta-lactamase ROB-3	BETA-LACTAM	CEPHALOSPORIN	WP_075606311.1	NG_059331.1
A7J11_05725	blaROB-4	blaROB	class A beta-lactamase ROB-4	BETA-LACTAM	CEPHALOSPORIN	WP_078318620.1	NG_059330.1
A7J11_05732	blaROB-5	blaROB	class A beta-lactamase ROB-5	BETA-LACTAM	CEPHALOSPORIN	WP_103034696.1	NG_059337.1
A7J11_02259	blaCARB-10	blaRTG	RTG family carbenicillin-hydrolyzing class A extended-spectrum beta-lactamase CARB-10	BETA-LACTAM	CEPHALOSPORIN	WP_063857836.1	NG_048714.1
A7J11_02815	blaCARB-14	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-14	BETA-LACTAM	BETA-LACTAM	WP_063857843.1	NG_048717.1
A7J11_03028	blaCARB-16	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16	BETA-LACTAM	BETA-LACTAM	WP_015589625.1	NG_048718.1
A7J11_03793	blaCARB-49	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-49	BETA-LACTAM	BETA-LACTAM	WP_068981631.1	NG_051466.1
A7J11_00353	blaCARB-5	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-5	BETA-LACTAM	BETA-LACTAM	WP_063859341.1	NG_048750.1
A7J11_06050	blaCARB-50	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-50	BETA-LACTAM	BETA-LACTAM	WP_128268233.1	NG_063836.1
A7J11_01129	blaCARB-8	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-8	BETA-LACTAM	BETA-LACTAM	WP_063859363.1	NG_048753.1
A7J11_04987	blaRUB-1	blaRUB	class A broad-spectrum beta-lactamase RUB-1	BETA-LACTAM	BETA-LACTAM	WP_072186106.1	NG_054671.1
A7J11_04407	blaRm3	blaRm3	subclass B3 metallo-beta-lactamase Rm3	BETA-LACTAM	CARBAPENEM	WP_071766622.1	NG_052128.1
A7J11_01181	blaS	blaS	class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_011728509.1	NG_047542.1
A7J11_00678	blaSCO-1	blaSCO	class A beta-lactamase SCO-1	BETA-LACTAM	BETA-LACTAM	WP_004197546.1	NG_049978.1
A7J11_00318	blaSED	blaSED	SED family class A beta-lactamase	BETA-LACTAM	BETA-LACTAM	WP_063842905.1	NG_047543.1
A7J11_01028	blaSED-1	blaSED	class A broad-spectrum beta-lactamase SED-1	BETA-LACTAM	BETA-LACTAM	WP_063864602.1	NG_049979.1
A7J11_01241	blaSFC-1	blaSFC	carbapenem-hydrolyzing class A beta-lactamase SFC-1	BETA-LACTAM	CARBAPENEM	WP_024531321.1	NG_049980.1
A7J11_04376	blaSFH-1	blaSFH	subclass B2 metallo-beta-lactamase SFH-1	BETA-LACTAM	CARBAPENEM	WP_071766619.1	NG_052115.1
A7J11_01765	blaSGM-1	blaSGM	class A extended-spectrum beta-lactamase SGM-1	BETA-LACTAM	BETA-LACTAM	WP_009821475.1	NG_049983.1
A7J11_02486	blaSGM-2	blaSGM	class A beta-lactamase SGM-2	BETA-LACTAM	BETA-LACTAM	WP_041385949.1	NG_049984.2
A7J11_04829	blaSGM-3	blaSGM	class A beta-lactamase SGM-3	BETA-LACTAM	BETA-LACTAM	WP_007688792.1	NG_052647.1
A7J11_02565	blaSGM-4	blaSGM	class A beta-lactamase SGM-4	BETA-LACTAM	BETA-LACTAM	WP_013846594.1	NG_049986.1
A7J11_02861	blaSGM-5	blaSGM	class A beta-lactamase SGM-5	BETA-LACTAM	BETA-LACTAM	WP_007708339.1	NG_049987.1
A7J11_02934	blaSGM-6	blaSGM	class A beta-lactamase SGM-6	BETA-LACTAM	BETA-LACTAM	WP_004207704.1	NG_049988.1
A7J11_02803	blaSGM-7	blaSGM	class A beta-lactamase SGM-7	BETA-LACTAM	BETA-LACTAM	WP_010337133.1	NG_050614.1
A7J11_05668	blaSHN-1	blaSHN	subclass B1 metallo-beta-lactamase SHN-1	BETA-LACTAM	CARBAPENEM	WP_011497575.1	NG_059313.1
A7J11_00436	blaSHV-1	blaSHV	class A broad-spectrum beta-lactamase SHV-1	BETA-LACTAM	BETA-LACTAM	WP_001620095.1	NG_049989.1
A7J11_02275	blaSHV-100	blaSHV	class A beta-lactamase SHV-100	BETA-LACTAM	CEPHALOSPORIN	WP_063864604.1	NG_049990.1
A7J11_01993	blaSHV-101	blaSHV	class A beta-lactamase SHV-101	BETA-LACTAM	BETA-LACTAM	WP_063864605.1	NG_049991.1
A7J11_01963	blaSHV-102	blaSHV	class A extended-spectrum beta-lactamase SHV-102	BETA-LACTAM	CEPHALOSPORIN	WP_063864606.1	NG_049992.1
A7J11_01962	blaSHV-103	blaSHV	class A beta-lactamase SHV-103	BETA-LACTAM	BETA-LACTAM	WP_063864607.1	NG_049993.1
A7J11_02043	blaSHV-104	blaSHV	class A extended-spectrum beta-lactamase SHV-104	BETA-LACTAM	CEPHALOSPORIN	WP_032492114.1	NG_049994.1
A7J11_02226	blaSHV-105	blaSHV	class A extended-spectrum beta-lactamase SHV-105	BETA-LACTAM	CEPHALOSPORIN	WP_063864608.1	NG_049995.1
A7J11_02276	blaSHV-106	blaSHV	class A extended-spectrum beta-lactamase SHV-106	BETA-LACTAM	CEPHALOSPORIN	WP_063864609.1	NG_049996.1
A7J11_02277	blaSHV-107	blaSHV	inhibitor-resistant class A broad-spectrum beta-lactamase SHV-107	BETA-LACTAM	BETA-LACTAM	WP_063864610.1	NG_049997.1
A7J11_02278	blaSHV-108	blaSHV	class A beta-lactamase SHV-108	BETA-LACTAM	BETA-LACTAM	WP_063864611.1	NG_049998.1
A7J11_02301	blaSHV-109	blaSHV	class A broad-spectrum beta-lactamase SHV-109	BETA-LACTAM	BETA-LACTAM	WP_063864612.1	NG_049999.1
A7J11_00232	blaSHV-11	blaSHV	class A broad-spectrum beta-lactamase SHV-11	BETA-LACTAM	BETA-LACTAM	WP_004176269.1	NG_050000.1
A7J11_02083	blaSHV-110	blaSHV	class A beta-lactamase SHV-110	BETA-LACTAM	BETA-LACTAM	WP_063864613.1	NG_050001.1
A7J11_02071	blaSHV-111	blaSHV	class A broad-spectrum beta-lactamase SHV-111	BETA-LACTAM	BETA-LACTAM	WP_063864614.1	NG_050002.1
A7J11_02968	blaSHV-119	blaSHV	class A beta-lactamase SHV-119	BETA-LACTAM	BETA-LACTAM	WP_063864615.1	NG_050003.1
A7J11_03649	blaSHV-12	blaSHV	class A extended-spectrum beta-lactamase SHV-12	BETA-LACTAM	CEPHALOSPORIN	WP_002904004.1	NG_050590.1
A7J11_02660	blaSHV-120	blaSHV	class A beta-lactamase SHV-120	BETA-LACTAM	BETA-LACTAM	WP_063864616.1	NG_050004.1
A7J11_02426	blaSHV-121	blaSHV	class A beta-lactamase SHV-121	BETA-LACTAM	BETA-LACTAM	WP_063864617.1	NG_050005.1
A7J11_02488	blaSHV-128	blaSHV	class A extended-spectrum beta-lactamase SHV-128	BETA-LACTAM	CEPHALOSPORIN	WP_063864618.1	NG_050006.1
A7J11_02484	blaSHV-129	blaSHV	class A extended-spectrum beta-lactamase SHV-129	BETA-LACTAM	CEPHALOSPORIN	WP_032494802.1	NG_050007.1
A7J11_00351	blaSHV-13	blaSHV	class A extended-spectrum beta-lactamase SHV-13	BETA-LACTAM	CEPHALOSPORIN	WP_063864619.1	NG_050008.1
A7J11_02603	blaSHV-132	blaSHV	class A beta-lactamase SHV-132	BETA-LACTAM	BETA-LACTAM	WP_063864620.1	NG_050009.1
A7J11_02485	blaSHV-133	blaSHV	class A beta-lactamase SHV-133	BETA-LACTAM	BETA-LACTAM	WP_063864621.1	NG_050010.1
A7J11_02554	blaSHV-134	blaSHV	class A extended-spectrum beta-lactamase SHV-134	BETA-LACTAM	CEPHALOSPORIN	WP_063864622.1	NG_050011.1
A7J11_02590	blaSHV-135	blaSHV	class A beta-lactamase SHV-135	BETA-LACTAM	BETA-LACTAM	WP_063864623.1	NG_050012.1
A7J11_02670	blaSHV-137	blaSHV	class A beta-lactamase SHV-137	BETA-LACTAM	BETA-LACTAM	WP_063864624.1	NG_050013.1
A7J11_01014	blaSHV-14	blaSHV	class A broad-spectrum beta-lactamase SHV-14	BETA-LACTAM	BETA-LACTAM	WP_063864625.1	NG_050014.1
A7J11_02791	blaSHV-141	blaSHV	class A broad-spectrum beta-lactamase SHV-141	BETA-LACTAM	BETA-LACTAM	WP_063864626.1	NG_050015.1
A7J11_02767	blaSHV-142	blaSHV	class A beta-lactamase SHV-142	BETA-LACTAM	BETA-LACTAM	WP_063864627.1	NG_050016.1
A7J11_02885	blaSHV-143	blaSHV	class A beta-lactamase SHV-143	BETA-LACTAM	BETA-LACTAM	WP_063864628.1	NG_050017.1
A7J11_02840	blaSHV-144	blaSHV	class A beta-lactamase SHV-144	BETA-LACTAM	BETA-LACTAM	WP_063864629.1	NG_050018.1
A7J11_02852	blaSHV-145	blaSHV	class A beta-lactamase SHV-145	BETA-LACTAM	BETA-LACTAM	WP_063864630.1	NG_050019.1
A7J11_03040	blaSHV-146	blaSHV	class A beta-lactamase SHV-146	BETA-LACTAM	BETA-LACTAM	WP_063864631.1	NG_050020.1
A7J11_02867	blaSHV-147	blaSHV	class A beta-lactamase SHV-147	BETA-LACTAM	BETA-LACTAM	WP_063864632.1	NG_050021.1
A7J11_02868	blaSHV-148	blaSHV	class A extended-spectrum beta-lactamase SHV-148	BETA-LACTAM	CEPHALOSPORIN	WP_063864633.1	NG_050022.1
A7J11_02869	blaSHV-149	blaSHV	class A beta-lactamase SHV-149	BETA-LACTAM	BETA-LACTAM	WP_063864634.1	NG_050023.1
A7J11_00885	blaSHV-15	blaSHV	class A extended-spectrum beta-lactamase SHV-15	BETA-LACTAM	CEPHALOSPORIN	WP_063864635.1	NG_050024.1
A7J11_02870	blaSHV-150	blaSHV	class A beta-lactamase SHV-150	BETA-LACTAM	BETA-LACTAM	WP_063864636.1	NG_050025.1
A7J11_02871	blaSHV-151	blaSHV	class A beta-lactamase SHV-151	BETA-LACTAM	BETA-LACTAM	WP_063864637.1	NG_050026.1
A7J11_02872	blaSHV-152	blaSHV	class A beta-lactamase SHV-152	BETA-LACTAM	BETA-LACTAM	WP_063864638.1	NG_050027.1
A7J11_02873	blaSHV-153	blaSHV	class A beta-lactamase SHV-153	BETA-LACTAM	BETA-LACTAM	WP_063864639.1	NG_050028.1
A7J11_00744	blaSHV-154	blaSHV	class A beta-lactamase SHV-154	BETA-LACTAM	BETA-LACTAM	WP_063864640.1	NG_050029.1
A7J11_02874	blaSHV-155	blaSHV	class A beta-lactamase SHV-155	BETA-LACTAM	BETA-LACTAM	WP_063864641.1	NG_050030.1
A7J11_02875	blaSHV-156	blaSHV	class A beta-lactamase SHV-156	BETA-LACTAM	BETA-LACTAM	WP_063864642.1	NG_050031.1
A7J11_02876	blaSHV-157	blaSHV	class A beta-lactamase SHV-157	BETA-LACTAM	BETA-LACTAM	WP_063864643.1	NG_050032.1
A7J11_02877	blaSHV-158	blaSHV	class A beta-lactamase SHV-158	BETA-LACTAM	BETA-LACTAM	WP_063864644.1	NG_050033.1
A7J11_02878	blaSHV-159	blaSHV	class A beta-lactamase SHV-159	BETA-LACTAM	BETA-LACTAM	WP_063864645.1	NG_050034.1
A7J11_00471	blaSHV-16	blaSHV	class A extended-spectrum beta-lactamase SHV-16	BETA-LACTAM	CEPHALOSPORIN	WP_063864646.1	NG_050035.1
A7J11_02879	blaSHV-160	blaSHV	class A beta-lactamase SHV-160	BETA-LACTAM	BETA-LACTAM	WP_063864647.1	NG_050036.1
A7J11_02880	blaSHV-161	blaSHV	class A beta-lactamase SHV-161	BETA-LACTAM	BETA-LACTAM	WP_063864648.1	NG_050037.1
A7J11_02881	blaSHV-162	blaSHV	class A beta-lactamase SHV-162	BETA-LACTAM	BETA-LACTAM	WP_063864649.1	NG_050038.1
A7J11_02882	blaSHV-163	blaSHV	class A beta-lactamase SHV-163	BETA-LACTAM	BETA-LACTAM	WP_063864650.1	NG_050039.1
A7J11_03062	blaSHV-164	blaSHV	class A broad-spectrum beta-lactamase SHV-164	BETA-LACTAM	CEPHALOSPORIN	WP_063864651.1	NG_050040.1
A7J11_02883	blaSHV-165	blaSHV	class A beta-lactamase SHV-165	BETA-LACTAM	BETA-LACTAM	WP_063864652.1	NG_050041.1
A7J11_02930	blaSHV-168	blaSHV	class A beta-lactamase SHV-168	BETA-LACTAM	BETA-LACTAM	WP_063864653.1	NG_050042.1
A7J11_03174	blaSHV-172	blaSHV	class A beta-lactamase SHV-172	BETA-LACTAM	BETA-LACTAM	WP_063864654.1	NG_050043.1
A7J11_03175	blaSHV-173	blaSHV	class A beta-lactamase SHV-173	BETA-LACTAM	BETA-LACTAM	WP_063864655.1	NG_050044.1
